Tunniste	Laji	Luokka 2019	Eliöryhmä
MX.318283	Dendrocerus serricornis	NE – Arvioimatta jätetyt	Nysäpistiäismäiset, Ceraphronoidea
MX.318255	Megaspilus dux	NE – Arvioimatta jätetyt	Nysäpistiäismäiset, Ceraphronoidea
MX.318258	Megaspilus striolatus	NE – Arvioimatta jätetyt	Nysäpistiäismäiset, Ceraphronoidea
MX.318261	Trichosteresis glabra	NE – Arvioimatta jätetyt	Nysäpistiäismäiset, Ceraphronoidea
MX.317957	Ibalia jakowlewi	VU – Vaarantuneet	Äkämäpistiäismäiset, Cynipoidea
MX.317958	Ibalia leucospoides	RE – Suomesta hävinneet	Äkämäpistiäismäiset, Cynipoidea
MX.317959	Ibalia rufipes	VU – Vaarantuneet	Äkämäpistiäismäiset, Cynipoidea
MX.318378	Aulacidea abdominalis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318380	Aulacidea hieracii	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318381	Aulacidea pilosellae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318382	Aulacidea subterminalis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318383	Aulacidea tragopogonis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318395	Diastrophus mayri	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318388	Isocolus jaceae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318389	Isocolus scabiosae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318385	Liposthenus glechomae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318386	Liposthenus latreillei	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318392	Xestophanes brevitarsis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318393	Xestophanes potentillae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318433	Andricus callidoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318434	Andricus curvator	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318435	Andricus fecundator	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318439	Andricus inflator	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318441	Andricus quercusradicis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318442	Andricus quercusramuli	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318443	Andricus sieboldi	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318455	Biorrhiza ?pallida	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4979876	Callirhytis bella	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318446	Cynips ?disticha	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318447	Cynips divisa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318449	Cynips longiventris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318451	Cynips quercusfolii	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.321479	Neuroterus anthracinus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318427	Neuroterus numismalis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318428	Neuroterus quercusbaccarum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318430	Neuroterus tricolor	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318453	Trigonaspis megaptera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318399	Diplolepis eglanteriae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318400	Diplolepis mayri	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318401	Diplolepis nervosa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318404	Diplolepis rosae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318405	Diplolepis spinosissimae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318408	Periclistus brandtii	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318410	Periclistus caninae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318411	Periclistus spinosissimae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318413	Synergus apicalis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318414	Synergus clandestinus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318415	Synergus crassicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318417	Synergus gallaepomiformis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318418	Synergus incrassatus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318419	Synergus pallicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318424	Synergus thaumacerus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317931	Aegilips atricornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317932	Aegilips curvipes	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317933	Aegilips nitidula	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317935	Aegilips romseyensis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317936	Aegilips vena	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317938	Anacharis eucharioides	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317939	Anacharis immunis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317943	Xyalaspis armata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317944	Xyalaspis subulifera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317947	Aspicera ?rugosa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317948	Aspicera scutellata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317949	Aspicera ?spinosa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317951	Callaspidia defonscolombei	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317954	Omalaspis niger	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318466	Alloxysta apteroidea	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318467	Alloxysta brachycera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4979880	Alloxysta brachyptera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318468	Alloxysta brevis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318471	Alloxysta brevitarsis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318475	Alloxysta erythrothorax	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318472	Alloxysta circumscripta	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318503	Alloxysta urticarum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318504	Alloxysta versicolor	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318480	Alloxysta fuscipes	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318481	Alloxysta glebaria	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4983758	Alloxysta halterata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318482	Alloxysta heptatoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318483	Alloxysta macrophadna	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4979881	Alloxysta marshalliana	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318488	Alloxysta melanogaster	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318489	Alloxysta nigricans	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318490	Alloxysta pallidicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318492	Alloxysta patens	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318493	Alloxysta pedestris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318496	Alloxysta pilipennis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318497	Alloxysta ramulifera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318499	Alloxysta soluta	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318500	Alloxysta tscheki	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318501	Alloxysta ullrichi	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318506	Alloxysta victrix	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318509	Alloxysta xanthocera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318511	Phaenoglyphis abbreviata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318513	Phaenoglyphis fuscicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318514	Phaenoglyphis nigripes	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318515	Phaenoglyphis ruficornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318516	Phaenoglyphis stricta	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318517	Phaenoglyphis villosa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318521	Phaenoglyphis xanthochroa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318460	Apocharips trapezoidea	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318463	Dilyta subclavata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318583	Chrestosema erythropum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318584	Chrestosema laevicolle	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318537	Cothonaspis gracilis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318538	Cothonaspis longula	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318539	Cothonaspis pentatoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318541	Didyctium nigriclava	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318524	Diglyphosema conjungens	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318525	Diglyphosema ovalis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318526	Diglyphosema punctatum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318530	Disorygma curtum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318531	Disorygma depile	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318587	Eucoila crassinerva	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318588	Eucoila maculata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318589	Eucoila ?trichopsila	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318576	Eutrias tritoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318600	Ganaspis dubia	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318601	Ganaspis mundata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318602	Ganaspis seticornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318591	Glauraspidia fennica	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318592	Glauraspidia microptera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318535	Gronotoma allotriaeformis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318595	Hexacola hexatoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318596	Hexacola ?picicrus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318549	Kleidotoma affinis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318573	Kleidotoma atomaria	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318553	Kleidotoma brevicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318554	Kleidotoma caledonica	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318555	Kleidotoma ciliaris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318550	Kleidotoma dolichocera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318551	Kleidotoma formicaria	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318557	Kleidotoma geniculata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318570	Kleidotoma hexatoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318558	Kleidotoma inustipennis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318559	Kleidotoma longipennis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318560	Kleidotoma marshalli	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318561	Kleidotoma nigra	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318564	Kleidotoma pentatoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318572	Kleidotoma picipes	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318562	Kleidotoma psiloides	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318574	Kleidotoma pygmaea	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318563	Kleidotoma ruficornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318565	Kleidotoma ?scutellaris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318566	Kleidotoma striata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318567	Kleidotoma striaticollis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318552	Kleidotoma thomsoni	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318568	Kleidotoma tomentosa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318569	Kleidotoma truncata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317887	Leptopilina clavipes	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317888	Leptopilina fimbriata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317890	Leptopilina ?heterotoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318528	Microstilba heterogena	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318579	Mirandicola fuscicollis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318580	Mirandicola sericea	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318598	Nordlanderiana grunini	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4999696	Rhoptromeris dichromata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318632	Rhoptromeris heptoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4999697	Rhoptromeris koponeni	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318633	Rhoptromeris nigriventris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.4999698	Rhoptromeris strobigena	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318634	Rhoptromeris villosa	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318607	Trybliographa agaricola	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318608	Trybliographa albipennis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318609	Trybliographa aperta	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318610	Trybliographa atra	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318611	Trybliographa ciliaris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318613	Trybliographa diversicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318614	Trybliographa enneatoma	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318615	Trybliographa filicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318616	Trybliographa gracilicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318617	Trybliographa longicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318618	Trybliographa mandibularis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318620	Trybliographa melanoptera	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318624	Trybliographa rapae	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318626	Trybliographa suecica	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318628	Trybliographa tenuicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.318629	Trybliographa trichopsila	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317920	Amphithectus areolatus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317918	Amphithectus austriacus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317895	Figites anthomyiarum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317897	Figites nitens	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317898	Figites scutellaris	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317899	Figites validicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317901	Lonchidia clavicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317902	Lonchidia lissonota	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317903	Lonchidia maculipennis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317906	Melanips alienus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317910	Melanips microcerus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317912	Melanips opacus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317914	Melanips parvus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317915	Melanips sylvanus	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317921	Sarothrus brevicornis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317922	Sarothrus tibialis	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317924	Trischiza agaricolarum	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317926	Xyalophora clavata	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317928	Zygosis urticeti	NE – Arvioimatta jätetyt	Äkämäpistiäismäiset, Cynipoidea
MX.317755	Sparasion cephalotes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317757	Sparasion lepidum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317758	Sparasion rufipes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317796	Baeus seminulum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317781	Eremioscelio dichropterus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317776	Gryon misellum	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317778	Gryon muscaeforme	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317779	Gryon pedestre	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317793	Ceratobaeus pedestris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.323591	Idris ater	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317787	Idris flavicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317788	Idris flavoclavatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317790	Idris piceiventris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317791	Idris psammon	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317768	Anteris perplexa	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317769	Anteris scutellaris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317771	Psilanteris bicolor	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317761	Scelio flavibarbis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317762	Scelio inermis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317763	Scelio rugosulus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317764	Scelio thomsoni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317765	Scelio vulgaris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317784	Thoron metallicus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317825	Teleas clavicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317802	Trimorus algicola	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317803	Trimorus arenicola	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.5000401	Trimorus baloghi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317804	Trimorus bohemicus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317805	Trimorus brevicollis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317806	Trimorus brevicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317807	Trimorus ephippium	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317808	Trimorus flavipes	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317810	Trimorus laevifrons	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317811	Trimorus medon	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317812	Trimorus nanno	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317813	Trimorus nitidulus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317814	Trimorus opacus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317816	Trimorus orbiculatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317815	Trimorus ovatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317817	Trimorus pedestris	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317818	Trimorus puncticollis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317819	Trimorus punctulator	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317820	Trimorus therycides	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317823	Trimorus varicornis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317830	Xenomerus ergenna	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317850	Telenomus acarnas	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317851	Telenomus angustatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317852	Telenomus aradi	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317853	Telenomus brevis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317854	Telenomus chloropus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317855	Telenomus danubialis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317856	Telenomus dissolcus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317857	Telenomus harpyiae	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317858	Telenomus heydeni	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317859	Telenomus kolbei	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317860	Telenomus laricis	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317861	Telenomus lineolatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317862	Telenomus longistriatus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317863	Telenomus longulus	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
MX.317864	Telenomus macroceps	NE – Arvioimatta jätetyt	Litupistiäismäiset, Platygastroidea
